Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9,Turn - 10,Turn - 11
8769,1,"8, 6, 7, 3, 4, 6, 7, 8, 4, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 8","3, 5 - 4, 5, 8","3, 5 - 4, 5","3, 5 - 5",3 - 5," - 5"
8770,2,"8, 6, 7, 3, 4, 6, 7, 8, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 8","3, 5 - 4, 5, 8","3, 5 - 4, 5","3, 5 - 4","3, 5 - "
8771,1,"8, 6, 7, 3, 4, 8, 4, 5, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 5, 6","3, 7 - 5, 6","3, 7 - 5",3 - 5," - 5"
8772,2,"8, 6, 7, 3, 4, 8, 4, 7, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 5, 6","3, 5 - 5, 6","5 - 5, 6",5 - 6,"5 - "
8773,2,"8, 6, 7, 3, 4, 8, 4, 7, 3, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 5, 6","3, 5 - 5, 6","5 - 5, 6",5 - 5,"5 - "
8774,2,"8, 6, 7, 3, 4, 8, 4, 7, 5, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 5, 6","3, 5 - 5, 6","3 - 5, 6",3 - 5,"3 - "
8775,1,"8, 6, 7, 3, 4, 8, 5, 7, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 6","3, 5 - 4, 6","5 - 4, 6",5 - 6," - 6"
8776,2,"8, 6, 7, 3, 4, 8, 5, 7, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 6","3, 5 - 4, 6","5 - 4, 6",5 - 4,"5 - "
8777,2,"8, 6, 7, 3, 4, 8, 5, 7, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 6","3, 5 - 4, 6","3 - 4, 6",3 - 4,"3 - "
8778,1,"8, 6, 7, 3, 4, 8, 6, 7, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 5","3, 5 - 4, 5","5 - 4, 5",5 - 5," - 5"
8779,2,"8, 6, 7, 3, 4, 8, 6, 7, 3, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 5","3, 5 - 4, 5","5 - 4, 5",5 - 4,"5 - "
8780,1,"8, 6, 7, 3, 4, 8, 6, 7, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6, 8","3, 5, 7 - 4, 5, 6","3, 5, 7 - 4, 5","3, 5 - 4, 5","3 - 4, 5"," - 4, 5"
8781,2,"8, 6, 7, 3, 5, 6, 7, 8, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 8","3, 4 - 4, 5, 8","3, 4 - 4, 5","3, 4 - 5","3, 4 - "
8782,2,"8, 6, 7, 3, 5, 6, 7, 8, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 8","3, 4 - 4, 5, 8","3, 4 - 4, 5","3, 4 - 4","3, 4 - "
8783,2,"8, 6, 7, 3, 5, 8, 4, 7, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","4 - 5, 6",4 - 6,"4 - "
8784,2,"8, 6, 7, 3, 5, 8, 4, 7, 3, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","4 - 5, 6",4 - 5,"4 - "
8785,2,"8, 6, 7, 3, 5, 8, 4, 7, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","3 - 5, 6",3 - 6,"3 - "
8786,2,"8, 6, 7, 3, 5, 8, 4, 7, 4, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","3 - 5, 6",3 - 5,"3 - "
8787,2,"8, 6, 7, 3, 5, 8, 5, 7, 3, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 6","3, 4 - 4, 6","4 - 4, 6",4 - 6,"4 - "
8788,2,"8, 6, 7, 3, 5, 8, 5, 7, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 6","3, 4 - 4, 6","4 - 4, 6",4 - 4,"4 - "
8789,2,"8, 6, 7, 3, 5, 8, 5, 7, 4, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 6","3, 4 - 4, 6","3 - 4, 6",3 - 4,"3 - "
8790,2,"8, 6, 7, 3, 5, 8, 6, 7, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 5","3, 4 - 4, 5","4 - 4, 5",4 - 5,"4 - "
8791,2,"8, 6, 7, 3, 5, 8, 6, 7, 3, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 5","3, 4 - 4, 5","4 - 4, 5",4 - 4,"4 - "
8792,2,"8, 6, 7, 3, 5, 8, 6, 7, 4, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6, 8","3, 4, 7 - 4, 5, 6","3, 4, 7 - 4, 5","3, 4 - 4, 5","3 - 4, 5",3 - 4,"3 - "
8793,2,"8, 6, 7, 3, 7, 8, 4, 5, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 5, 6","3, 4 - 5, 6","3, 4 - 5","3, 4 - "
8794,2,"8, 6, 7, 3, 7, 8, 5, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 4, 6","3, 4, 5 - 6","3, 4 - 6","3, 4 - "
8795,2,"8, 6, 7, 3, 7, 8, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 4, 6","3, 4, 5 - 4","3, 4, 5 - "
8796,2,"8, 6, 7, 3, 7, 8, 6, 4, 5, 3, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 4, 5","3, 4, 5 - 5","3, 4 - 5",4 - 5,"4 - "
8797,2,"8, 6, 7, 3, 7, 8, 6, 4, 5, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 4, 5","3, 4, 5 - 5","3, 4 - 5",3 - 5,"3 - "
8798,2,"8, 6, 7, 3, 7, 8, 6, 5, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6, 8","3, 4, 5 - 4, 5, 6","3, 4, 5 - 4, 5","3, 4, 5 - 4","3, 4, 5 - "
8799,2,"8, 6, 7, 4, 5, 6, 7, 8, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 8","3, 4 - 3, 5, 8","3, 4 - 3, 5","3, 4 - 5",3 - 5,"3 - "
8800,2,"8, 6, 7, 4, 5, 6, 7, 8, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 8","3, 4 - 3, 5, 8","3, 4 - 3, 5","3, 4 - 3","3, 4 - "
8801,1,"8, 6, 7, 4, 5, 8, 3, 4, 5, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 7 - 5, 6","3, 7 - 6",3 - 6," - 6"
8802,1,"8, 6, 7, 4, 5, 8, 3, 4, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 7 - 5, 6","3, 7 - 5",3 - 5," - 5"
8803,2,"8, 6, 7, 4, 5, 8, 3, 7, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","4 - 5, 6",4 - 6,"4 - "
8804,2,"8, 6, 7, 4, 5, 8, 3, 7, 3, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","4 - 5, 6",4 - 5,"4 - "
8805,2,"8, 6, 7, 4, 5, 8, 3, 7, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","3 - 5, 6",3 - 6,"3 - "
8806,2,"8, 6, 7, 4, 5, 8, 3, 7, 4, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 5, 6","3, 4 - 5, 6","3 - 5, 6",3 - 5,"3 - "
8807,2,"8, 6, 7, 4, 5, 8, 5, 7, 3, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 3, 6","3, 4 - 3, 6","4 - 3, 6",4 - 3,"4 - "
8808,2,"8, 6, 7, 4, 5, 8, 5, 7, 4, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 3, 6","3, 4 - 3, 6","3 - 3, 6",3 - 3,"3 - "
8809,2,"8, 6, 7, 4, 5, 8, 6, 7, 3, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 3, 5","3, 4 - 3, 5","4 - 3, 5",4 - 3,"4 - "
8810,2,"8, 6, 7, 4, 5, 8, 6, 7, 4, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6, 8","3, 4, 7 - 3, 5, 6","3, 4, 7 - 3, 5","3, 4 - 3, 5","3 - 3, 5",3 - 3,"3 - "
8811,2,"8, 6, 7, 4, 7, 8, 3, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 5, 6","3, 5 - 5, 6","3, 5 - 6","3, 5 - "
8812,2,"8, 6, 7, 4, 7, 8, 3, 4, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 5, 6","3, 5 - 5, 6","3, 5 - 5","3, 5 - "
8813,2,"8, 6, 7, 4, 7, 8, 3, 5, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 5, 6","3, 4 - 5, 6","3, 4 - 5","3, 4 - "
8814,2,"8, 6, 7, 4, 7, 8, 5, 3, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 6","3, 4, 5 - 6","3, 5 - 6","3, 5 - "
8815,2,"8, 6, 7, 4, 7, 8, 5, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 6","3, 4, 5 - 6","3, 4 - 6","3, 4 - "
8816,2,"8, 6, 7, 4, 7, 8, 5, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 6","3, 4, 5 - 3","3, 4, 5 - "
8817,2,"8, 6, 7, 4, 7, 8, 6, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 5","3, 4, 5 - 5","3, 5 - 5","3, 5 - "
8818,2,"8, 6, 7, 4, 7, 8, 6, 3, 5, 3, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 5","3, 4, 5 - 5","3, 4 - 5",4 - 5,"4 - "
8819,2,"8, 6, 7, 4, 7, 8, 6, 3, 5, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 5, 6, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 7, 8","3, 4, 5, 7 - 3, 4, 5, 6, 8","3, 4, 5, 7 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6, 8","3, 4, 5 - 3, 5, 6","3, 4, 5 - 3, 5","3, 4, 5 - 5","3, 4 - 5",3 - 5,"3 - "
